path,page_type,in_sitemap,status,redirected,final_url,content_type,title,title_length,meta_description,description_length,canonical,robots_meta,noindex,og_image,h1_count,h1_text,word_count,internal_link_count,jsonld_block_count,jsonld_types,price_strings,stale_strings_found,gsc_impressions,gsc_clicks,gsc_position,gsc_in_dataset,gsc_top_query,gsc_top_query_source,intended_keyword,overlapping_pages,action,fetch_error
/creators/ai-creator-crm,creator,yes,200,no,,text/html; charset=utf-8,AI Creator CRM for Brand Deals & Sponsors | Handbuilt AI,56,"Stop losing brand deals in your DMs. A custom CRM that captures sponsor inquiries, tracks deals, drafts replies and chases follow-ups. Built for you.",149,https://aibuiltbyhand.com/creators/ai-creator-crm,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Creator CRM for Brand Deals & Sponsors,398,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,7,0,6.9,yes,,,,,,
/creators/ai-faceless-channel-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Faceless Channel Automation | Handbuilt AI,45,"A full production system for faceless channels — scripts, voiceover, visuals, editing and publishing — built to run at volume. Consistent output, less grind.",157,https://aibuiltbyhand.com/creators/ai-faceless-channel-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Faceless Channel Automation,382,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-fan-message-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Fan Message & DM Automation | Handbuilt AI,45,"Handle high-volume comments and DMs without losing your voice — triage, auto-reply to FAQs, and route real conversations to you. Consent-first, platform-safe.",158,https://aibuiltbyhand.com/creators/ai-fan-message-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Fan Message & DM Automation,399,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-newsletter-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Newsletter Automation for Creators | Handbuilt AI,52,"Turn your videos, podcasts and posts into a consistent newsletter your audience actually opens — drafted in your voice, on schedule. Built for you.",147,https://aibuiltbyhand.com/creators/ai-newsletter-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Newsletter Automation for Creators,372,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-patreon-creator-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Patreon & Membership Automation | Handbuilt AI,49,"Automate member welcomes, tier perks, content delivery and churn-saving messages for your Patreon or membership — in your voice. Built for you from $1,500.",155,https://aibuiltbyhand.com/creators/ai-patreon-creator-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Patreon & Membership Automation,375,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-podcast-clipping-system,creator,yes,200,no,,text/html; charset=utf-8,AI Podcast Clipping System | Handbuilt AI,41,"Turn every podcast episode into a week of clips — best moments found, captioned, reframed and ready to post across platforms. Built for you.",140,https://aibuiltbyhand.com/creators/ai-podcast-clipping-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Podcast Clipping System,362,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-script-writing-system,creator,yes,200,no,,text/html; charset=utf-8,AI Script Writing System for Creators | Handbuilt AI,52,"A custom AI script system trained on your voice, hooks and niche that drafts video and short scripts you can film the same day. Built for you from $1,500.",154,https://aibuiltbyhand.com/creators/ai-script-writing-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Script Writing System for Creators,438,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-social-media-scheduling-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Social Media Scheduling Automation | Handbuilt AI,52,"Auto-schedule and cross-post your content to every platform at the right times, with captions and hashtags tailored per network. Built for you from $1,500.",155,https://aibuiltbyhand.com/creators/ai-social-media-scheduling-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Social Media Scheduling Automation,377,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-text-to-speech-for-creators,creator,yes,200,no,,text/html; charset=utf-8,AI Text-to-Speech for Creators | Handbuilt AI,45,"A text-to-speech workflow for voiceovers, faceless videos and narration — consistent, natural narration built into how you produce content. Built for you.",154,https://aibuiltbyhand.com/creators/ai-text-to-speech-for-creators,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Text-to-Speech for Creators,357,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-tiktok-content-system,creator,yes,200,no,,text/html; charset=utf-8,AI TikTok Content System | Handbuilt AI,39,"A system that keeps your TikTok fed — hooks, scripts, edits, captions and posting — built around your niche and voice. Post daily without burning out.",150,https://aibuiltbyhand.com/creators/ai-tiktok-content-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI TikTok Content System,384,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,2,0,7,yes,,,,,,
/creators/ai-tools-for-content-creators,creator,yes,200,no,,text/html; charset=utf-8,AI Tools & Systems for Content Creators | Handbuilt AI,54,"Custom AI systems for creators — clipping, editing, scripts, repurposing, captions, DMs and more. Built by hand around your channels, not a generic app.",152,https://aibuiltbyhand.com/creators/ai-tools-for-content-creators,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Tools & Systems for Content Creators,444,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,5,0,88.4,yes,,,,,,
/creators/ai-video-editing-automation,creator,yes,200,no,,text/html; charset=utf-8,AI Video Editing Automation | Handbuilt AI,42,"Automate the tedious parts of editing — cuts, silence removal, captions, b-roll and formatting — in a workflow built around your style. From $1,500.",148,https://aibuiltbyhand.com/creators/ai-video-editing-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Video Editing Automation,371,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-voice-cloning-workflow,creator,yes,200,no,,text/html; charset=utf-8,AI Voice Cloning Workflow (Consent-First) | Handbuilt AI,56,"Clone your own voice — with consent — to scale narration and voiceovers without re-recording. Built ethically, for your voice only, with your control.",150,https://aibuiltbyhand.com/creators/ai-voice-cloning-workflow,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Voice Cloning Workflow (Consent-First),404,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/creators/ai-youtube-shorts-automation,creator,yes,200,no,,text/html; charset=utf-8,AI YouTube Shorts Automation | Handbuilt AI,43,"Turn your long videos into a steady stream of Shorts — best moments clipped, captioned and formatted automatically. Feed the algorithm without the grind.",153,https://aibuiltbyhand.com/creators/ai-youtube-shorts-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI YouTube Shorts Automation,371,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,1,0,42,yes,,,,,,
/creators/ai-youtube-video-workflow,creator,yes,200,no,,text/html; charset=utf-8,AI YouTube Video Workflow | Handbuilt AI,40,"One connected workflow from idea to upload — research, scripts, editing, thumbnails, titles, chapters and Shorts. Built around your channel.",140,https://aibuiltbyhand.com/creators/ai-youtube-video-workflow,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI YouTube Video Workflow,397,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/custom-ai-app-development,service,yes,200,no,,text/html; charset=utf-8,Custom AI App Development | Handbuilt AI,40,"Custom AI apps built from scratch starting at $10,000 CAD. MVPs, internal tools, and customer portals — you own the code, no SaaS lock-in.",138,https://aibuiltbyhand.com/custom-ai-app-development,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Custom AI App Development,750,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$10,000|$12,000–25,000|$50|$99/mo|$100|$7,500–25,000|$5|$10|$13",,14,0,10.2,yes,,,,,,
/dashboard,app,no,200,no,,text/html; charset=utf-8,"Handbuilt AI | Custom AI Apps, Agents & Business Automation",59,"Handbuilt AI builds custom AI apps, agents, chatbots, automations, dashboards and business tools for companies and individuals who want practical AI systems that save time and grow revenue.",189,,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Dashboard,57,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$99|$149|$6|$11,,,,,,,,,,,
/demo,demo,no,200,no,,text/html; charset=utf-8,AI Worker Showroom — Test a Real AI Worker | Handbuilt AI,57,"Pick an AI worker, play the customer, and watch it turn the conversation into real business work — captured lead, next actions, and simulated CRM/SMS/calendar updates. Live demo, no real call, text, email or booking sent.",221,https://aibuiltbyhand.com/demo,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Test a real AI worker.,175,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$9|$10,,3,0,3.7,yes,ai workers,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/demo/assistant,demo,no,200,no,,text/html; charset=utf-8,Live Demo — AI Website Sales Assistant | Handbuilt AI,53,Try a real AI website assistant built by Handbuilt. Ask it anything like a website visitor — it answers your questions about the business and captures the lead.,160,https://aibuiltbyhand.com/demo/assistant,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Ask the website assistant,141,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$11,,,,,,,,,,,
/demo/lead,demo,no,200,no,,text/html; charset=utf-8,Live Demo — AI Lead Capture & Follow-Up | Handbuilt AI,54,"Try a real AI lead assistant built by Handbuilt. Play a new enquiry and watch it reply instantly, qualify you, and capture your details — so no lead goes cold.",159,https://aibuiltbyhand.com/demo/lead,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Watch a lead get qualified,131,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$11,,,,,,,,,,,
/demo/nudge,demo,no,200,no,,text/html; charset=utf-8,Live Demo — AI Invoice & Payment Nudge | Handbuilt AI,53,"Try a real AI payment-reminder writer built by Handbuilt. Enter an overdue invoice and get a polite, on-brand nudge ready to send — no awkward phone calls.",155,https://aibuiltbyhand.com/demo/nudge,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Draft a payment reminder,112,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite","$1,250|$11",,,,,,,,,,,
/demo/quote,demo,no,200,no,,text/html; charset=utf-8,Live Demo — AI Quote Generator | Handbuilt AI,45,Try a real AI quote generator built by Handbuilt. Describe a job and get an instant ballpark estimate plus a clean lead summary — exactly what your customers would get on your site.,181,https://aibuiltbyhand.com/demo/quote,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Get an instant quote,111,36,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$11,,,,,,,,,,,
/done-for-you-ai-automation,service,yes,200,no,,text/html; charset=utf-8,Done-for-You AI Automation for Small Business | Handbuilt AI,60,"Handbuilt builds and installs AI automation for small businesses. Fixed CAD pricing, one builder, no DIY hassle. Surrey BC, serving Canada and remote.",150,https://aibuiltbyhand.com/done-for-you-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,Done-for-You AI Automation for Small Business,911,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$1,500|$10,000|$99/mo|$80–$150|$5|$10|$13",,20,0,51,yes,done for you ai automation,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/faq,other,yes,200,no,,text/html; charset=utf-8,"FAQ — Custom AI Apps, Agents & Automation | Handbuilt AI",56,"Answers to common questions about building custom AI tools: what Handbuilt can build, how much it costs, how long it takes, whether you own the code, and how to start.",167,https://aibuiltbyhand.com/faq,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,Everything you might ask,319,36,2,"Organization,ProfessionalService,LocalBusiness|WebSite|FAQPage|BreadcrumbList","$10,000|$1,500|$3,500|$99/mo|$5|$13",,16,0,6.6,yes,,,,,,
/forge,other,no,308,yes,/,,,0,,0,,,no,,0,,0,0,0,,,,,,,,,,,,,
/how-to,how-to,yes,200,no,,text/html; charset=utf-8,How-to Guides | Handbuilt AI,28,"Practical how-to guides for small business owners: add an AI chatbot, automate quote requests, set up an AI receptionist, automate customer replies, and more.",158,https://aibuiltbyhand.com/how-to,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,How to Put AI to Work in Your Business,351,45,1,"Organization,ProfessionalService,LocalBusiness|WebSite",$11,,0,0,,no,,,,,,
/how-to/add-ai-chatbot-to-website,how-to,yes,200,no,,text/html; charset=utf-8,How to Add an AI Chatbot to Your Website | Handbuilt AI,55,A practical guide to adding an AI chatbot to your small business website — from choosing the right tool to going live in under a week.,134,https://aibuiltbyhand.com/how-to/add-ai-chatbot-to-website,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Add an AI Chatbot to Your Website,655,37,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList","$1,500|$0–$50/mo|$20–$50/mo|$50/mo|$5|$11|$14",,0,0,,no,,,,,,
/how-to/automate-customer-replies,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate Customer Replies with AI | Handbuilt AI,55,A step-by-step guide to automating email and chat replies for your small business — without sounding like a bot or losing customer trust.,137,https://aibuiltbyhand.com/how-to/automate-customer-replies,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate Customer Replies with AI,738,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList","$35,000–$50,000/year|$30–$60/mo|$15–$60|$3,500–$7,500|$5|$11|$14",,14,0,37.4,yes,what is the best way to automate customer support replies with ai while keeping accurate order details?,"gap-coverage-join (heuristic, NO-PAGE)",,,,
/how-to/automate-invoice-reminders,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate Invoice Reminders | Handbuilt AI,48,"Step-by-step guide to automating invoice payment reminders for small businesses — connect your invoicing tool, set a schedule, and stop chasing by hand.",152,https://aibuiltbyhand.com/how-to/automate-invoice-reminders,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate Invoice Reminders,763,43,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,2,0,17,yes,,,,,,
/how-to/automate-missed-calls,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate Missed Calls for Your Business | Handbuilt AI,61,Stop losing jobs to voicemail. A step-by-step way to automatically text back every missed call and turn it into a booked lead instead of a lost one.,148,https://aibuiltbyhand.com/how-to/automate-missed-calls,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate Missed Calls for Your Business,295,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList",$5|$11|$14,,1,0,68,yes,,,,,,
/how-to/automate-quote-requests,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate Quote Requests for a Small Business | Handbuilt AI,66,"Stop manually pricing every job. Here&#x27;s how to build an AI-powered quote form that collects scope, calculates estimates, and emails the customer automatically.",164,https://aibuiltbyhand.com/how-to/automate-quote-requests,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate Quote Requests for a Small Business,687,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList","$1,500|$25–$50/mo|$20+|$0–$70/mo|$5|$11|$14",,0,0,,no,,,,,,
/how-to/automate-review-requests,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate Review Requests | Handbuilt AI,46,Get more 5-star reviews on autopilot. A step-by-step way to automatically ask happy customers for reviews at the right moment and grow your local reputation.,157,https://aibuiltbyhand.com/how-to/automate-review-requests,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate Review Requests,327,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList",$5|$11|$14,,0,0,,no,,,,,,
/how-to/automate-youtube-shorts,how-to,yes,200,no,,text/html; charset=utf-8,How to Automate YouTube Shorts From Your Long Videos | Handbuilt AI,67,"Turn every long video into a week of Shorts automatically. A step-by-step way to clip, caption, reframe and schedule Shorts from your existing content.",151,https://aibuiltbyhand.com/how-to/automate-youtube-shorts,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Automate YouTube Shorts From Your Long Videos,297,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList",$5|$11|$14,,0,0,,no,,,,,,
/how-to/build-faceless-content-system,how-to,yes,200,no,,text/html; charset=utf-8,How to Build a Faceless Content System | Handbuilt AI,53,"A step-by-step blueprint for a faceless channel that produces at volume — research, scripts, licensed voiceover, visuals, editing and publishing, safely monetisable.",165,https://aibuiltbyhand.com/how-to/build-faceless-content-system,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Build a Faceless Content System,304,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList",$5|$11|$14,,0,0,,no,,,,,,
/how-to/create-ai-receptionist-for-small-business,how-to,yes,200,no,,text/html; charset=utf-8,How to Create an AI Receptionist for a Small Business | Handbuilt AI,68,"Learn how to set up an AI receptionist that answers calls, books appointments, and captures leads — without hiring staff or missing after-hours inquiries.",154,https://aibuiltbyhand.com/how-to/create-ai-receptionist-for-small-business,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,How to Create an AI Receptionist for a Small Business,697,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|HowTo|FAQPage|BreadcrumbList","$1,500|$18–$22|$17.40|$1,400+|$50–$200/mo|$10–$20/mo|$2–$5/mo|$5|$11|$14",,0,0,,no,,,,,,
/industries,industry,yes,200,no,,text/html; charset=utf-8,AI Automation by Industry | Handbuilt AI,40,"AI automation built for your trade — plumbers, electricians, dental clinics, cleaners, real estate, restaurants and more. Trained on how your business actually runs.",165,https://aibuiltbyhand.com/industries,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png?fbdc1f51591eb68c,1,AI Automation Built for Your Industry,1218,70,1,"Organization,ProfessionalService,LocalBusiness|WebSite","$1,500|$11",,20,1,5.8,yes,,,,,,
/industries/accountant-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Accountants | Handbuilt AI,44,"AI that handles client questions, document collection and deadline reminders for accounting firms — reclaim time during tax season. Built for you from $1,500.",158,https://aibuiltbyhand.com/industries/accountant-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Accountants,320,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500–$7,500|$5|$11|$14",,1,0,4,yes,,,,,,
/industries/agency-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Agencies | Handbuilt AI,41,"AI that handles lead intake, client reporting and internal ops for agencies — plus white-label AI builds you can resell. Built around your workflow.",148,https://aibuiltbyhand.com/industries/agency-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Agencies,334,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,2,0,36.5,yes,,,,,,
/industries/auto-detailing-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Auto Detailing Shops | Handbuilt AI,53,"Quote by vehicle type automatically, fill your booking calendar without back-and-forth texts, and follow up on estimates that never converted. For Canadian detailers.",166,https://aibuiltbyhand.com/industries/auto-detailing-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Auto Detailing Shops,689,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$1,500|$5|$11|$14",,0,0,,no,,,,,,
/industries/barbershop-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Barbershops | Handbuilt AI,44,"AI booking, reminders and no-show protection for barbershops — keep every chair full and stop losing walk-in inquiries to voicemail. Built for you from $1,500.",159,https://aibuiltbyhand.com/industries/barbershop-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Barbershops,337,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/industries/bookkeeper-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Bookkeepers | Handbuilt AI,44,"AI that handles client onboarding, document chasing and routine questions for bookkeepers — so you keep books, not inboxes. Built for you from $1,500.",150,https://aibuiltbyhand.com/industries/bookkeeper-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Bookkeepers,312,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/industries/chiropractor-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Chiropractors | Handbuilt AI,46,"AI reception, booking and recall for chiropractic clinics — capture new patients, keep adjustment schedules full, and cut no-shows. Built for you from $1,500.",158,https://aibuiltbyhand.com/industries/chiropractor-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Chiropractors,340,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,3,0,36,yes,,,,,,
/industries/cleaning-business-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Cleaning Businesses | Handbuilt AI,52,"Recurring scheduling, client communication, and review requests eat hours every week. Handbuilt automates them for cleaning businesses — from $1,500 CAD.",153,https://aibuiltbyhand.com/industries/cleaning-business-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Cleaning Businesses,579,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500|$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
/industries/clinic-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Clinics & Medical Offices | Handbuilt AI,58,"AI front-desk automation for clinics: appointment booking, reminders, after-hours intake, and patient admin. Front-desk scope only — no medical advice. Fixed CAD pricing.",170,https://aibuiltbyhand.com/industries/clinic-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Clinics & Medical Offices,736,41,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$99/mo|$5|$11|$14",,0,0,,no,automation for physio clinics,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/industries/coach-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Coaches | Handbuilt AI,40,"AI that captures leads, books discovery calls, and runs client admin for coaches — the operations side, so you coach instead of chasing. Built for you from $1,500.",163,https://aibuiltbyhand.com/industries/coach-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Coaches,343,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,0,0,,no,,,,,,
/industries/consultant-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Consultants | Handbuilt AI,44,"AI that qualifies leads, books discovery calls and handles proposals for independent consultants — so you spend time on clients, not admin. Built for you.",154,https://aibuiltbyhand.com/industries/consultant-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Consultants,313,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$5|$11|$14",,2,0,3,yes,,,,,,
/industries/contractor-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Contractors | Handbuilt AI,44,"General contractors juggle subcontractors, quotes, and client updates simultaneously. Handbuilt builds AI that handles inquiries, quotes, and project communication — from $1,500 CAD.",182,https://aibuiltbyhand.com/industries/contractor-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Contractors,631,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$1,500|$3,500|$3,500–$7,500|$8,000|$200,000|$5|$11|$14",,0,0,,no,ai automation for contractors,"gap-coverage-join (heuristic, WEAK-PAGE)",,,,
/industries/deck-builder-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Deck Builders | Handbuilt AI,46,"An AI system for deck builders handles detailed quote intake, site-visit booking, and long-cycle follow-ups. Fixed CAD pricing, built by Handbuilt AI in Surrey BC.",163,https://aibuiltbyhand.com/industries/deck-builder-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Deck Builders,747,40,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$99/mo|$15,000–$40,000,|$5|$11|$14",,0,0,,no,,,,,,
/industries/dental-clinic-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for Dental Clinics | Handbuilt AI,47,"Cut no-shows, fill last-minute cancellations, and handle after-hours booking requests — without adding front-desk headcount. Built for Canadian dental practices.",161,https://aibuiltbyhand.com/industries/dental-clinic-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for Dental Clinics,664,39,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500|$3,500–$7,500|$10,000|$5|$11|$14",,0,0,,no,,,,,,
/industries/ecommerce-ai-automation,industry,yes,200,no,,text/html; charset=utf-8,AI Automation for E-commerce Stores | Handbuilt AI,50,"AI that handles support, order questions, and abandoned-cart recovery for online stores — cut support load and recover lost sales. Built around your store.",155,https://aibuiltbyhand.com/industries/ecommerce-ai-automation,"index, follow",no,https://aibuiltbyhand.com/opengraph-image.png,1,AI Automation for E-commerce Stores,313,38,2,"Organization,ProfessionalService,LocalBusiness|WebSite|Service|FAQPage|BreadcrumbList","$3,500–$7,500|$5|$11|$14",,0,0,,no,,,,,,
