current_url,page_type,phase1_action,clicks,impressions,ctr_pct,avg_position,in_gsc_dataset,revised_action,confidence,reason,implementation_status
/resources/custom-ai-tool-cost,resources,MERGE,0,1,0.0,3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/resources/ai-integration-cost,resources,MERGE,0,3,0.0,85.3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (3) — preserve equity, defer",BLOCKED — no redirect executed
/resources/small-business-ai-setup-cost,resources,MERGE,0,1,0.0,4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/resources/can-ai-send-quotes-automatically,resource,MERGE,0,4,0.0,73.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (4) — preserve equity, defer",BLOCKED — no redirect executed
/resources/can-ai-follow-up-with-leads,resources,MERGE,0,2,0.0,71,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/resources/can-ai-run-my-customer-support,resource,MERGE,0,1,0.0,1,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/resources/what-is-an-ai-worker,resource,MERGE,0,8,0.0,59.4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (8) — preserve equity, defer",BLOCKED — no redirect executed
/resources/best-ai-tools-for-contractors,resources,KEEP,0,66,0.0,72.1,yes,KEEP,high,"Meaningful measured impressions (66) — do not merge blindly",BLOCKED — no redirect executed
/resources/best-ai-automations-for-service-businesses,resource,MERGE,0,2,0.0,34.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/how-to/add-ai-chatbot-to-website,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/how-to/automate-quote-requests,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/how-to/create-ai-receptionist-for-small-business,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/how-to/automate-customer-replies,how-to,MERGE,0,14,0.0,37.4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (14) — preserve equity, defer",BLOCKED — no redirect executed
/how-to/automate-invoice-reminders,how-to,MERGE,0,2,0.0,17,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/how-to/automate-youtube-shorts,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/how-to/build-faceless-content-system,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/how-to/automate-missed-calls,how-to,MERGE,0,1,0.0,68,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/how-to/automate-review-requests,how-to,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/custom-ai-tool-vs-saas,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-automation-agency-vs-diy,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-receptionist-vs-human-receptionist,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-chatbot-vs-live-chat,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-automation-vs-virtual-assistant,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/custom-ai-app-vs-template,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-workflow-automation-vs-manual-admin,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/hiring-vs-ai-automation,compare,MERGE,0,1,0.0,3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/compare/ai-receptionist-vs-virtual-receptionist,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-receptionist-vs-answering-service,compare,KEEP,0,0,0.0,,no,KEEP,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/chatgpt-vs-custom-ai-agent,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/custom-ai-automation-vs-zapier,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/gohighlevel-ai-vs-custom-ai-automation,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/intercom-fin-alternative-small-business,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-chatbot-vs-ai-receptionist,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/best-ai-receptionist-small-business-canada,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-receptionist-pricing-canada,compare,MERGE,0,1,0.0,4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/compare/ai-automation-agency-pricing,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/make-vs-zapier-vs-custom-ai-automation,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-consultant-vs-ai-automation-agency,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/compare/ai-built-by-hand-vs-generic-ai-agency,compare,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-receptionist-for-contractors,use-cases,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/lead-capture-ai-for-real-estate,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-chatbot-for-restaurants,use-cases,MERGE,0,2,0.0,8,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/ai-receptionist-for-clinics,use-cases,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-invoice-reminders-for-small-business,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/custom-ai-app-for-startups,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-receptionist-for-dentists,use-cases,MERGE,0,1,0.0,2,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/ai-booking-assistant-for-salons,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-chatbot-for-ecommerce,use-cases,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-content-engine-for-creators,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/automate-admin-for-accountants,use-case,MERGE,0,1,0.0,4,yes,MERGE-DEFER,medium,"Low but non-zero impressions (1) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/ai-document-analyzer-for-law-firms,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-receptionist-for-real-estate,use-cases,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-support-bot-for-saas,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/personal-ai-assistant-app,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/missed-call-automation,use-cases,MERGE,0,2,0.0,89,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/estimate-follow-up-automation,use-cases,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/no-show-reminder-automation,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/appointment-reminder-automation,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/google-business-profile-lead-automation,use-case,MERGE,0,2,0.0,57.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/instagram-dm-automation,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/facebook-lead-automation,use-case,MERGE,0,3,0.0,52.3,yes,MERGE-DEFER,medium,"Low but non-zero impressions (3) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/ai-operations-assistant,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/use-cases/ai-sop-generator,use-case,MERGE,0,2,0.0,87.5,yes,MERGE-DEFER,medium,"Low but non-zero impressions (2) — preserve equity, defer",BLOCKED — no redirect executed
/use-cases/client-onboarding-automation,use-case,MERGE,0,0,0.0,,no,MERGE,low,"Not present in retrieved dataset (46-day window) — NOT proof of zero lifetime impressions",BLOCKED — no redirect executed
/demo,NOT-IN-SITEMAP,none,0,3,0.0,3.7,yes,INVESTIGATE,high,"Indexed and receiving impressions but absent from sitemap.xml — orphan URL",BLOCKED
/creators,NOT-IN-SITEMAP,none,0,2,0.0,8,yes,INVESTIGATE,high,"Indexed and receiving impressions but absent from sitemap.xml — orphan URL",BLOCKED
