url,clicks,impressions,avg_position,phase1_action,gsc_evidence_class,revised_decision,protected,confidence,rationale,status
/resources/can-ai-answer-business-phone-calls,0,7,68.6,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/can-ai-book-appointments,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/resources/ai-lead-follow-up-guide,0,6,65.5,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/what-can-ai-automate-small-business,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/resources/can-ai-edit-videos,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/resources/can-ai-clone-my-voice-legally,0,5,39.8,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/can-ai-make-tiktok-videos,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/resources/best-ai-tools-for-content-creators,0,8,47.1,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/ai-chatbot-cost,0,5,93.4,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/custom-ai-tool-cost,0,1,3,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/ai-integration-cost,0,3,85.3,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/small-business-ai-setup-cost,0,1,4,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/can-ai-send-quotes-automatically,0,4,73.5,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/can-ai-follow-up-with-leads,0,2,71,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/can-ai-run-my-customer-support,0,1,1,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/resources/what-is-an-ai-worker,0,8,59.4,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/resources/best-ai-tools-for-contractors,0,66,72.1,KEEP,STRATEGIC-OR-TOP,KEEP,yes,high,"Top-impression, best-position, or core conversion/legal page.",PROPOSED - NOT EXECUTED
/resources/best-ai-automations-for-service-businesses,0,2,34.5,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/how-to/add-ai-chatbot-to-website,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/how-to/automate-quote-requests,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/how-to/create-ai-receptionist-for-small-business,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/how-to/automate-customer-replies,0,14,37.4,MERGE,LOW-IMPR,DEFER,no,medium,"5-24 impressions. Real but weak signal; revisit at 90 days.",PROPOSED - NOT EXECUTED
/how-to/automate-invoice-reminders,0,2,17,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/how-to/automate-youtube-shorts,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/how-to/build-faceless-content-system,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/how-to/automate-missed-calls,0,1,68,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/how-to/automate-review-requests,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/custom-ai-tool-vs-saas,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-automation-agency-vs-diy,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-receptionist-vs-human-receptionist,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-chatbot-vs-live-chat,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-automation-vs-virtual-assistant,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/custom-ai-app-vs-template,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-workflow-automation-vs-manual-admin,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/hiring-vs-ai-automation,0,1,3,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/compare/ai-receptionist-vs-virtual-receptionist,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-receptionist-vs-answering-service,0,0,,KEEP,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/chatgpt-vs-custom-ai-agent,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/custom-ai-automation-vs-zapier,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/gohighlevel-ai-vs-custom-ai-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/intercom-fin-alternative-small-business,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-chatbot-vs-ai-receptionist,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/best-ai-receptionist-small-business-canada,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-receptionist-pricing-canada,0,1,4,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/compare/ai-automation-agency-pricing,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/make-vs-zapier-vs-custom-ai-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-consultant-vs-ai-automation-agency,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/compare/ai-built-by-hand-vs-generic-ai-agency,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-receptionist-for-contractors,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/lead-capture-ai-for-real-estate,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-chatbot-for-restaurants,0,2,8,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/ai-receptionist-for-clinics,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-invoice-reminders-for-small-business,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/custom-ai-app-for-startups,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-receptionist-for-dentists,0,1,2,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/ai-booking-assistant-for-salons,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-chatbot-for-ecommerce,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-content-engine-for-creators,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/automate-admin-for-accountants,0,1,4,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/ai-document-analyzer-for-law-firms,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-receptionist-for-real-estate,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-support-bot-for-saas,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/personal-ai-assistant-app,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/missed-call-automation,0,2,89,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/estimate-follow-up-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/no-show-reminder-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/appointment-reminder-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/google-business-profile-lead-automation,0,2,57.5,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/instagram-dm-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/facebook-lead-automation,0,3,52.3,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/ai-operations-assistant,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/use-cases/ai-sop-generator,0,2,87.5,MERGE,TRACE-IMPR,DEFER,no,low,"1-4 impressions. Below any actionable threshold.",PROPOSED - NOT EXECUTED
/use-cases/client-onboarding-automation,0,0,,MERGE,NO-DATA,DEFER,no,low,"Not present in retrieved dataset. NOT proof of zero lifetime impressions - 46-day window at avg position 63.9.",PROPOSED - NOT EXECUTED
/demo,0,3,3.7,none,STRATEGIC-OR-TOP,KEEP,yes,high,"Top-impression, best-position, or core conversion/legal page.",PROPOSED - NOT EXECUTED
/creators,0,2,8,none,STRATEGIC-OR-TOP,KEEP,yes,high,"Top-impression, best-position, or core conversion/legal page.",PROPOSED - NOT EXECUTED
